order_id,order_date,ship_date,customer_id,region_id
CA-2016-113096,2016-09-02,2016-09-04,SZ-20035,2
CA-2014-136861,2014-09-05,2014-09-07,PR-18880,1
CA-2017-117422,2017-10-21,2017-10-25,FC-14245,4
CA-2017-129707,2017-04-25,2017-04-29,LH-16750,2
CA-2015-160171,2015-10-19,2015-10-24,RM-19675,2
CA-2014-103317,2014-07-05,2014-07-08,DM-13525,1
CA-2016-167115,2016-04-04,2016-04-09,EH-14185,4
US-2017-153633,2017-11-13,2017-11-18,TC-21295,1
CA-2017-155929,2017-09-09,2017-09-13,AI-10855,2
CA-2015-148712,2015-04-17,2015-04-23,JM-15535,4
CA-2016-128307,2016-07-25,2016-07-29,BE-11335,3
US-2016-127425,2016-08-26,2016-08-31,DR-12880,4
US-2014-119081,2014-09-12,2014-09-19,TA-21385,3
CA-2016-140613,2016-07-22,2016-07-29,KN-16705,2
US-2017-108700,2017-05-19,2017-05-23,PJ-18835,3
CA-2017-160962,2017-04-28,2017-05-02,MC-17605,4
CA-2017-130631,2017-12-29,2018-01-02,BS-11755,2
CA-2017-116680,2017-09-04,2017-09-06,PK-19075,2
US-2014-107405,2014-03-21,2014-03-25,TS-21205,1
CA-2017-101574,2017-09-28,2017-10-04,BD-11725,2
CA-2014-146591,2014-01-19,2014-01-20,TS-21340,2
CA-2014-107706,2014-02-14,2014-02-19,ST-20530,3
CA-2016-122448,2016-06-09,2016-06-14,DB-13210,2
CA-2014-132451,2014-09-26,2014-09-27,KF-16285,2
CA-2016-158547,2016-05-30,2016-06-04,JM-16195,4
CA-2017-116946,2017-12-19,2017-12-23,TS-21505,2
CA-2017-121741,2017-12-26,2017-12-26,YC-21895,3
CA-2017-169691,2017-06-15,2017-06-18,Dp-13240,3
CA-2016-121356,2016-11-20,2016-11-24,SJ-20500,4
CA-2014-101770,2014-03-31,2014-04-04,KB-16240,1
CA-2017-105487,2017-10-08,2017-10-14,CS-12250,2
CA-2017-148999,2017-01-30,2017-02-04,EB-13870,1
CA-2014-107573,2014-12-12,2014-12-17,PB-19150,1
CA-2015-156608,2015-10-24,2015-10-29,MT-18070,3
CA-2017-134495,2017-04-01,2017-04-04,BF-11020,1
CA-2017-164098,2017-01-26,2017-01-27,CG-12520,3
CA-2014-105249,2014-11-28,2014-11-28,DH-13675,2
CA-2015-113523,2015-09-04,2015-09-08,SC-20440,4
CA-2017-117821,2017-06-12,2017-06-16,HG-15025,4
CA-2017-164378,2017-07-15,2017-07-18,MM-18055,4
CA-2017-127782,2017-11-02,2017-11-06,TH-21115,4
US-2016-162026,2016-10-08,2016-10-08,JE-15745,2
CA-2016-150000,2016-04-08,2016-04-14,PG-18820,1
CA-2015-168529,2015-10-08,2015-10-12,MB-17305,2
US-2017-152569,2017-05-15,2017-05-20,JD-16015,3
US-2014-137680,2014-02-24,2014-03-02,JH-15430,2
CA-2015-103177,2015-05-30,2015-06-01,EN-13780,4
US-2016-138408,2016-11-18,2016-11-21,KC-16255,1
CA-2017-117667,2017-12-04,2017-12-09,MS-17980,4
CA-2016-110982,2016-06-05,2016-06-07,CK-12205,2
CA-2016-147123,2016-12-10,2016-12-12,SJ-20125,2
CA-2017-154501,2017-04-30,2017-05-05,EA-14035,2
CA-2017-166933,2017-04-24,2017-04-28,MG-17890,2
CA-2015-142055,2015-05-08,2015-05-10,AB-10255,4
CA-2015-137106,2015-03-31,2015-04-04,SC-20260,1
CA-2017-136609,2017-08-06,2017-08-11,TB-21355,3
CA-2017-160885,2017-12-02,2017-12-06,JK-16090,3
US-2016-167472,2016-06-06,2016-06-07,CK-12595,1
CA-2015-120551,2015-04-13,2015-04-20,SS-20590,3
US-2017-150595,2017-05-22,2017-05-26,LE-16810,3
CA-2016-134936,2016-12-19,2016-12-25,ES-14080,2
CA-2017-102967,2017-09-22,2017-09-26,MG-17890,4
CA-2017-151008,2017-09-07,2017-09-08,JM-16195,2
CA-2014-159800,2014-11-28,2014-12-01,SG-20470,2
US-2014-159618,2014-11-12,2014-11-16,DB-12970,3
CA-2017-116113,2017-10-02,2017-10-06,JW-15220,1
CA-2015-125066,2015-12-14,2015-12-18,KD-16495,1
US-2015-114741,2015-12-06,2015-12-10,IL-15100,2
CA-2017-133263,2017-03-31,2017-04-02,JE-15610,1
CA-2017-157966,2017-03-13,2017-03-13,SU-20665,3
CA-2014-151162,2014-12-05,2014-12-09,EA-14035,4
CA-2016-136686,2016-12-12,2016-12-16,RF-19840,2
CA-2017-137498,2017-09-09,2017-09-14,LC-17050,2
CA-2017-163818,2017-10-04,2017-10-08,PS-18970,4
CA-2016-161158,2016-05-09,2016-05-13,PS-18970,4
CA-2014-116673,2014-12-15,2014-12-19,JO-15280,2
CA-2017-105333,2017-11-30,2017-12-04,VP-21730,4
CA-2015-149993,2015-03-19,2015-03-20,GA-14725,2
CA-2014-168158,2014-07-19,2014-07-24,EM-14140,2
CA-2016-115224,2016-12-08,2016-12-11,DB-13615,2
CA-2014-164742,2014-10-13,2014-10-18,ML-17395,4
US-2017-108014,2017-11-19,2017-11-25,JH-15430,4
CA-2017-160325,2017-09-24,2017-09-24,BP-11095,4
CA-2015-159779,2015-09-25,2015-09-29,SB-20185,4
CA-2017-151176,2017-02-13,2017-02-20,SV-20785,4
CA-2014-108903,2014-10-03,2014-10-03,DO-13435,4
CA-2016-117919,2016-08-27,2016-08-29,TB-21355,3
CA-2015-142475,2015-12-03,2015-12-07,BS-11380,4
CA-2016-134516,2016-09-20,2016-09-25,FM-14215,1
CA-2017-105193,2017-03-25,2017-03-31,JL-15835,4
CA-2015-168634,2015-12-06,2015-12-11,AF-10870,2
CA-2017-117198,2017-08-31,2017-09-05,BG-11035,1
CA-2015-145828,2015-10-05,2015-10-07,MB-17305,4
CA-2017-121027,2017-08-18,2017-08-22,HW-14935,2
CA-2016-147431,2016-02-02,2016-02-07,AB-10105,4
CA-2016-158001,2016-08-23,2016-08-27,JP-15460,4
CA-2017-125745,2017-06-30,2017-07-04,DV-13045,1
CA-2015-101154,2015-09-18,2015-09-21,CM-12190,2
US-2016-124163,2016-09-25,2016-09-30,SC-20695,3
CA-2016-121748,2016-10-24,2016-10-28,VW-21775,2
CA-2014-126683,2014-09-29,2014-10-01,PP-18955,2
CA-2017-148810,2017-06-26,2017-07-01,DR-12880,1
US-2016-146066,2016-08-21,2016-08-23,RB-19465,4
CA-2014-127614,2014-02-11,2014-02-15,NF-18385,1
CA-2016-101742,2016-09-23,2016-09-28,CR-12580,4
CA-2015-134943,2015-12-05,2015-12-06,SU-20665,3
CA-2017-123022,2017-09-03,2017-09-08,SC-20050,2
CA-2017-113208,2017-03-26,2017-04-02,ML-18040,3
CA-2014-154893,2014-12-21,2014-12-27,GM-14440,2
CA-2014-147900,2014-09-23,2014-09-28,JK-15640,4
CA-2017-106355,2017-04-02,2017-04-05,AT-10435,4
CA-2016-127985,2016-04-01,2016-04-05,DB-12910,1
CA-2015-166604,2015-05-15,2015-05-20,AH-10690,1
CA-2017-120719,2017-03-23,2017-03-26,SJ-20125,2
CA-2017-127117,2017-04-14,2017-04-19,HM-14860,4
CA-2015-104241,2015-01-04,2015-01-09,AG-10495,1
CA-2017-168179,2017-11-02,2017-11-07,JB-16000,2
CA-2017-142342,2017-07-17,2017-07-19,AJ-10795,2
CA-2017-109099,2017-10-06,2017-10-11,MM-18280,4
US-2014-134187,2014-11-04,2014-11-11,TH-21235,2
CA-2016-145261,2016-12-18,2016-12-21,AH-10120,2
CA-2016-108875,2016-09-24,2016-10-01,CL-12700,2
CA-2016-141957,2016-07-21,2016-07-21,JG-15310,4
CA-2016-142405,2016-06-11,2016-06-15,SE-20110,2
CA-2015-141012,2015-06-09,2015-06-11,TG-21640,2
CA-2017-127922,2017-10-27,2017-11-03,SH-19975,3
CA-2016-146318,2016-01-22,2016-01-27,MC-17275,2
CA-2014-135993,2014-05-28,2014-06-02,PJ-18835,2
CA-2014-126802,2014-12-29,2015-01-05,ZC-21910,3
CA-2016-143924,2016-07-28,2016-08-03,SC-20680,3
CA-2016-141551,2016-09-24,2016-09-30,BP-11230,3
CA-2014-164315,2014-04-02,2014-04-08,RD-19585,1
CA-2015-131072,2015-11-05,2015-11-05,KL-16645,2
CA-2014-131541,2014-07-28,2014-07-28,CK-12205,1
CA-2015-119550,2015-12-26,2015-12-31,RB-19705,3
US-2015-138093,2015-12-10,2015-12-16,KM-16225,4
CA-2016-126165,2016-05-05,2016-05-07,AH-10465,2
CA-2017-126123,2017-10-14,2017-10-18,AG-10765,3
CA-2016-143441,2016-11-05,2016-11-05,EB-14170,3
CA-2017-148320,2017-11-03,2017-11-08,PG-18895,2
CA-2016-125661,2016-11-24,2016-11-26,CA-12055,4
US-2014-123519,2014-12-14,2014-12-21,SS-20875,4
CA-2014-155593,2014-11-03,2014-11-08,RP-19390,4
CA-2017-136000,2017-09-22,2017-09-25,SC-20440,4
US-2015-160857,2015-05-08,2015-05-15,NW-18400,4
CA-2017-115805,2017-07-31,2017-07-31,KW-16435,3
US-2014-143707,2014-03-01,2014-03-05,HR-14770,4
CA-2017-116939,2017-09-25,2017-09-29,AG-10900,1
CA-2015-124107,2015-10-09,2015-10-12,BM-11650,3
CA-2017-126550,2017-03-29,2017-04-02,RD-19720,3
CA-2015-138674,2015-11-14,2015-11-17,KB-16585,2
CA-2016-165820,2016-09-26,2016-09-30,DW-13585,2
CA-2014-103191,2014-09-22,2014-09-27,VG-21805,3
CA-2015-103933,2015-09-25,2015-09-27,DR-12880,4
CA-2015-110548,2015-05-04,2015-05-08,AH-10690,3
CA-2017-117324,2017-12-08,2017-12-13,JP-15520,3
CA-2017-143574,2017-06-29,2017-07-02,DR-12880,4
CA-2014-111773,2014-06-29,2014-07-03,JK-15625,4
CA-2014-148614,2014-01-20,2014-01-25,MV-17485,2
CA-2017-156139,2016-12-31,2017-01-06,BP-11155,2
US-2017-147886,2017-03-28,2017-03-31,DH-13075,2
CA-2016-113733,2016-12-08,2016-12-12,LH-16900,1
CA-2017-104913,2017-11-18,2017-11-22,DK-13090,4
CA-2014-145800,2014-05-30,2014-06-05,SS-20410,3
CA-2016-125850,2016-01-22,2016-01-28,FP-14320,2
CA-2016-118514,2016-02-03,2016-02-10,LC-17050,1
CA-2015-150749,2015-03-29,2015-04-03,AS-10240,1
CA-2014-163748,2014-10-14,2014-10-18,HG-15025,3
CA-2015-119634,2015-08-11,2015-08-16,BW-11065,1
CA-2015-149300,2015-11-22,2015-11-23,BH-11710,1
US-2016-111528,2016-12-30,2016-12-30,JP-16135,2
CA-2017-158169,2017-08-12,2017-08-15,JM-16195,2
CA-2015-162047,2015-11-03,2015-11-05,FH-14365,4
CA-2015-117772,2015-09-10,2015-09-12,MC-17575,2
US-2014-126340,2014-11-08,2014-11-14,EB-13870,2
CA-2016-149685,2016-10-08,2016-10-15,PM-19135,3
CA-2017-126396,2017-09-08,2017-09-12,AR-10345,3
CA-2015-154900,2015-02-25,2015-03-01,SS-20875,4
CA-2015-103835,2015-09-24,2015-09-28,SC-20440,2
CA-2015-158939,2015-11-26,2015-12-01,EA-14035,3
CA-2016-117408,2016-08-31,2016-09-06,TP-21130,3
CA-2016-142398,2016-04-12,2016-04-16,BP-11290,2
CA-2016-105277,2016-12-04,2016-12-08,LM-17065,4
CA-2016-112060,2016-12-04,2016-12-09,KT-16465,2
CA-2014-105270,2014-11-11,2014-11-18,AP-10915,2
US-2015-159513,2015-04-02,2015-04-09,JD-15790,2
CA-2015-155586,2015-12-12,2015-12-16,XP-21865,2
CA-2017-141117,2017-10-02,2017-10-08,JK-16090,2
CA-2017-115070,2017-04-10,2017-04-14,MG-18205,1
CA-2017-140186,2017-09-29,2017-10-02,PG-18820,2
CA-2014-124856,2014-09-29,2014-10-03,LD-17005,4
CA-2014-166716,2014-08-20,2014-08-25,CR-12730,3
CA-2014-123225,2014-07-11,2014-07-14,MN-17935,3
CA-2015-163440,2015-03-22,2015-03-24,RD-19900,2
US-2017-106796,2017-05-12,2017-05-19,JP-16135,4
CA-2017-113873,2017-11-13,2017-11-19,KE-16420,3
CA-2016-149783,2016-09-04,2016-09-07,DL-13315,1
CA-2016-125017,2016-02-06,2016-02-11,KB-16240,1
US-2015-163279,2015-03-22,2015-03-26,JD-16150,2
CA-2015-150196,2015-07-02,2015-07-03,SR-20740,4
US-2015-106495,2015-06-15,2015-06-17,AC-10450,1
CA-2014-124730,2014-11-26,2014-11-26,LS-17245,4
CA-2017-117632,2017-05-12,2017-05-18,CS-12175,2
CA-2014-115056,2014-05-02,2014-05-02,AR-10510,4
CA-2017-161067,2017-09-03,2017-09-06,KB-16405,4
CA-2016-122063,2016-12-03,2016-12-07,MM-17920,3
CA-2015-111206,2015-07-18,2015-07-22,RF-19735,2
CA-2016-142895,2016-07-21,2016-07-26,BP-11290,1
CA-2015-101868,2015-06-09,2015-06-16,MJ-17740,1
CA-2017-133207,2017-11-27,2017-12-03,DO-13645,2
CA-2015-132948,2015-03-27,2015-04-03,MV-17485,2
CA-2015-134992,2015-09-22,2015-09-26,MG-17875,1
CA-2015-126725,2015-11-17,2015-11-21,BS-11665,2
CA-2015-121783,2015-11-10,2015-11-14,PO-19180,3
US-2014-138835,2014-09-10,2014-09-14,DA-13450,1
CA-2015-112214,2015-08-05,2015-08-11,AH-10690,3
US-2017-153255,2017-09-03,2017-09-07,JK-15730,2
CA-2015-108119,2015-11-01,2015-11-08,MS-17530,1
CA-2015-157434,2015-04-29,2015-05-04,JK-15640,4
CA-2016-101525,2016-05-01,2016-05-04,CM-12235,1
US-2014-117968,2014-08-05,2014-08-07,RS-19420,4
CA-2016-158211,2016-01-04,2016-01-08,BP-11185,4
CA-2016-152247,2016-11-07,2016-11-12,MA-17995,2
CA-2016-128223,2016-06-14,2016-06-14,EB-13705,2
CA-2016-154235,2016-09-24,2016-09-28,RD-19900,3
CA-2017-129910,2017-03-30,2017-04-03,ME-17320,1
CA-2017-133095,2017-06-04,2017-06-04,EH-14005,1
CA-2015-130554,2015-04-07,2015-04-09,FM-14290,4
CA-2014-152443,2014-05-21,2014-05-26,FG-14260,4
CA-2016-133319,2016-09-05,2016-09-11,MV-17485,4
CA-2016-133935,2016-09-18,2016-09-22,JW-15220,2
CA-2016-136301,2016-03-13,2016-03-15,EH-13765,2
US-2014-109456,2014-10-16,2014-10-17,LS-17245,2
CA-2017-151596,2017-10-08,2017-10-11,BP-11050,4
CA-2015-147879,2015-05-07,2015-05-12,CC-12220,1
CA-2016-166625,2016-04-14,2016-04-17,JM-15580,4
CA-2016-146157,2016-11-21,2016-11-26,RD-19720,3
CA-2017-159954,2017-09-10,2017-09-14,SS-20410,1
CA-2017-100825,2017-09-09,2017-09-14,KD-16495,2
CA-2014-168305,2014-11-01,2014-11-08,PL-18925,2
CA-2016-167682,2016-04-03,2016-04-09,ZD-21925,3
CA-2017-108000,2017-01-12,2017-01-16,LS-16945,2
CA-2015-146465,2015-11-20,2015-11-24,PB-18805,2
CA-2016-159639,2016-11-27,2016-12-02,PC-18745,4
US-2017-153948,2017-11-06,2017-11-06,FM-14290,2
US-2016-113985,2016-12-02,2016-12-07,KD-16495,2
CA-2016-155383,2016-12-17,2016-12-22,SC-20680,2
CA-2014-120432,2014-08-24,2014-08-26,DW-13585,1
US-2015-126977,2015-09-17,2015-09-23,PF-19120,4
CA-2016-130288,2016-11-26,2016-11-30,DK-13225,4
CA-2017-146458,2017-11-19,2017-11-22,RB-19435,1
CA-2017-150420,2017-06-03,2017-06-08,GD-14590,2
US-2014-118997,2014-04-08,2014-04-12,RA-19885,1
CA-2014-114314,2014-10-11,2014-10-15,DB-13555,1
US-2017-169551,2017-07-07,2017-07-09,RL-19615,4
CA-2016-103107,2016-07-04,2016-07-04,RB-19465,2
CA-2017-122077,2017-05-19,2017-05-25,JF-15295,3
CA-2017-112431,2017-10-12,2017-10-14,RW-19690,2
CA-2016-151092,2016-08-06,2016-08-13,VG-21790,2
CA-2014-104178,2014-08-25,2014-08-29,JM-15265,2
CA-2015-115924,2015-09-14,2015-09-18,BE-11455,3
CA-2017-161046,2017-03-05,2017-03-05,CB-12535,1
US-2017-141698,2017-04-15,2017-04-21,SD-20485,3
US-2014-105151,2014-03-30,2014-03-31,SG-20890,4
CA-2014-155796,2014-11-11,2014-11-15,TS-21430,4
CA-2016-127138,2016-03-12,2016-03-15,DK-13225,2
CA-2017-150602,2017-02-09,2017-02-14,ML-17395,2
CA-2014-140732,2014-11-11,2014-11-13,MA-17560,2
CA-2017-119011,2017-08-20,2017-08-25,LR-17035,2
CA-2016-166912,2016-01-15,2016-01-17,BE-11335,4
CA-2014-141726,2014-07-20,2014-07-22,CC-12145,2
CA-2017-115105,2017-02-06,2017-02-11,BD-11770,4
CA-2015-143980,2015-12-25,2015-12-29,JK-15640,4
CA-2016-135636,2016-10-08,2016-10-13,DB-13615,1
CA-2017-102155,2017-07-13,2017-07-17,RR-19525,3
CA-2017-116953,2017-04-24,2017-04-25,SV-20935,2
CA-2014-117765,2014-09-07,2014-09-13,RB-19465,3
CA-2016-114895,2016-11-21,2016-11-28,MV-18190,4
CA-2017-112984,2017-09-16,2017-09-18,EH-14185,4
CA-2016-163776,2016-07-19,2016-07-25,JS-16030,1
US-2017-163300,2017-09-15,2017-09-21,ES-14020,2
CA-2016-162187,2016-12-11,2016-12-11,NS-18640,4
US-2014-112991,2014-12-10,2014-12-14,SH-19975,2
CA-2014-124079,2014-12-13,2014-12-17,RF-19345,2
US-2017-146878,2017-09-21,2017-09-27,DL-12865,1
CA-2017-107244,2017-09-07,2017-09-11,AG-10390,2
CA-2015-100657,2015-11-02,2015-11-07,SW-20245,4
CA-2017-129581,2017-12-11,2017-12-18,KN-16390,4
CA-2017-129028,2017-04-01,2017-04-03,GB-14530,1
CA-2015-135580,2015-12-30,2016-01-03,CL-12565,2
CA-2016-159016,2016-03-10,2016-03-11,KF-16285,2
CA-2014-102652,2014-04-06,2014-04-12,AY-10555,2
CA-2014-152422,2014-10-05,2014-10-10,BD-11635,4
US-2016-156692,2016-08-13,2016-08-13,HG-15025,1
CA-2014-130869,2014-11-17,2014-11-21,CB-12025,3
US-2017-128832,2017-04-24,2017-04-27,LS-16945,4
CA-2017-139717,2017-08-24,2017-08-26,DM-13015,4
CA-2017-136007,2017-02-23,2017-03-02,AC-10615,2
CA-2016-157364,2016-11-19,2016-11-21,LT-17110,1
US-2016-112970,2016-11-14,2016-11-15,TB-21250,2
US-2017-152492,2017-07-06,2017-07-06,AH-10585,1
CA-2016-101168,2016-12-25,2017-01-01,SS-20140,4
CA-2017-104010,2017-04-23,2017-04-25,TD-20995,4
CA-2015-130253,2015-12-14,2015-12-18,PP-18955,2
US-2015-155369,2015-04-19,2015-04-25,PG-18820,3
CA-2016-131205,2016-09-04,2016-09-08,AA-10645,1
CA-2017-122364,2017-09-24,2017-09-29,FA-14230,2
CA-2016-117912,2016-02-04,2016-02-08,TB-21520,2
CA-2017-145702,2017-05-19,2017-05-24,AH-10075,1
CA-2015-113215,2015-09-03,2015-09-08,CP-12085,2
CA-2016-154662,2016-06-09,2016-06-16,BF-11215,3
CA-2015-105571,2015-11-07,2015-11-11,CP-12340,1
CA-2016-152765,2016-06-15,2016-06-18,LS-17245,3
CA-2015-153878,2015-04-25,2015-04-30,TS-21655,3
CA-2016-124016,2016-09-23,2016-09-26,JS-15940,4
CA-2016-113551,2016-08-18,2016-08-20,NF-18385,3
CA-2014-107524,2014-03-02,2014-03-08,KN-16705,4
CA-2014-138072,2014-12-30,2015-01-03,GA-14725,4
CA-2015-134201,2015-04-10,2015-04-16,EH-14125,4
CA-2015-111780,2015-12-25,2015-12-30,RA-19285,2
CA-2015-119942,2015-04-05,2015-04-07,TT-21070,4
CA-2015-151547,2015-01-17,2015-01-23,AH-10465,1
CA-2017-166695,2017-05-20,2017-05-24,CC-12430,2
CA-2017-167542,2017-08-13,2017-08-20,KD-16495,4
CA-2015-120901,2015-12-31,2016-01-04,BG-11035,3
CA-2017-121398,2017-12-25,2017-12-29,FH-14365,2
CA-2016-151561,2016-09-01,2016-09-07,PG-18820,4
CA-2017-154676,2017-08-05,2017-08-08,NZ-18565,3
US-2014-165589,2014-02-18,2014-02-18,TB-21595,3
US-2016-132577,2016-11-22,2016-11-27,JE-15475,3
CA-2015-114048,2015-12-14,2015-12-18,EH-13945,2
CA-2015-137281,2015-06-13,2015-06-17,BF-10975,1
US-2017-162068,2017-12-28,2017-12-31,PC-18745,2
CA-2017-100111,2017-09-20,2017-09-26,SV-20365,4
US-2017-132381,2017-08-22,2017-08-24,Dp-13240,4
CA-2015-147011,2015-06-18,2015-06-22,HR-14830,1
CA-2014-120852,2014-12-20,2014-12-25,WB-21850,3
CA-2016-150007,2016-09-11,2016-09-16,AS-10090,3
CA-2016-124590,2016-11-12,2016-11-16,SP-20920,4
CA-2016-133802,2016-03-14,2016-03-20,SP-20650,2
US-2016-113677,2016-11-13,2016-11-19,CM-12655,4
CA-2017-143378,2017-09-19,2017-09-25,JR-16210,2
CA-2017-152660,2017-12-04,2017-12-09,CB-12415,3
CA-2015-142139,2015-08-31,2015-09-05,SD-20485,3
CA-2017-145772,2017-06-03,2017-06-07,SS-20140,2
CA-2016-124100,2016-03-31,2016-04-06,EH-13990,4
US-2014-158400,2014-10-25,2014-10-28,AH-10030,2
CA-2017-162033,2017-03-26,2017-04-02,EM-14200,1
CA-2014-163447,2014-12-27,2014-12-31,TB-21190,4
CA-2017-145737,2017-09-15,2017-09-20,AB-10165,1
CA-2016-148096,2016-08-16,2016-08-19,AO-10810,2
CA-2016-146766,2016-11-04,2016-11-04,TT-21220,2
CA-2015-105613,2015-10-18,2015-10-22,KN-16705,3
US-2016-142251,2016-10-31,2016-11-04,FO-14305,1
CA-2014-131247,2014-03-30,2014-04-04,GA-14725,2
US-2015-113593,2015-04-18,2015-04-20,NC-18415,2
CA-2017-121083,2017-07-09,2017-07-15,JF-15190,4
CA-2017-151190,2017-06-27,2017-07-01,GT-14710,3
CA-2014-133543,2014-12-22,2014-12-26,KM-16660,2
CA-2017-105130,2017-11-21,2017-11-25,PJ-18835,2
CA-2016-161928,2016-06-27,2016-06-29,AC-10660,2
CA-2017-101322,2017-12-28,2017-12-31,JG-15310,2
US-2016-106600,2016-04-08,2016-04-11,RM-19375,1
CA-2014-111871,2014-03-18,2014-03-21,EK-13795,2
CA-2017-139437,2017-07-03,2017-07-08,RD-19585,2
CA-2017-151484,2017-04-20,2017-04-23,CV-12805,4
CA-2016-104150,2016-08-03,2016-08-05,AG-10330,3
CA-2016-161025,2016-12-03,2016-12-09,GM-14440,2
CA-2014-103989,2014-03-19,2014-03-21,MC-17605,1
CA-2015-142433,2015-04-20,2015-04-25,ES-14020,3
CA-2015-132815,2015-09-19,2015-09-22,RW-19540,2
CA-2014-101266,2014-08-27,2014-08-30,MM-17920,1
CA-2016-141523,2016-12-19,2016-12-24,MH-17440,4
US-2014-106299,2014-08-02,2014-08-08,NZ-18565,3
CA-2015-158421,2015-09-21,2015-09-26,GB-14575,1
CA-2016-143609,2016-12-11,2016-12-13,DB-13270,2
CA-2015-138331,2015-08-07,2015-08-12,JK-15625,4
CA-2015-138954,2015-11-15,2015-11-17,MH-17785,4
CA-2017-157903,2017-04-04,2017-04-08,AM-10705,3
CA-2016-157259,2016-12-24,2016-12-28,JM-15535,4
CA-2017-107986,2017-12-13,2017-12-13,MW-18220,2
CA-2017-104927,2017-12-22,2017-12-26,AG-10330,3
CA-2017-113453,2017-10-21,2017-10-28,CM-12160,4
CA-2015-149909,2015-11-13,2015-11-17,RA-19915,3
CA-2015-146675,2015-04-16,2015-04-20,SB-20185,3
CA-2016-118332,2016-12-16,2016-12-23,PK-19075,2
CA-2016-133669,2016-10-21,2016-10-27,SV-20935,4
CA-2017-145660,2017-12-01,2017-12-03,MG-17650,4
CA-2016-133697,2016-10-20,2016-10-24,CM-12445,3
CA-2017-148138,2017-09-29,2017-10-03,ME-18010,4
CA-2017-119809,2017-08-18,2017-08-25,YS-21880,2
CA-2017-149944,2017-11-12,2017-11-16,MB-17305,2
CA-2014-128538,2014-10-11,2014-10-15,AS-10240,2
CA-2015-161711,2015-11-28,2015-12-03,MC-17425,4
US-2015-129553,2015-07-27,2015-08-02,PG-18820,1
CA-2016-160220,2016-10-20,2016-10-26,JS-16030,3
US-2017-157224,2017-09-14,2017-09-18,JB-16000,2
CA-2017-140627,2017-12-23,2017-12-27,DK-12985,1
CA-2015-133445,2015-10-05,2015-10-09,JF-15490,2
CA-2014-148782,2014-11-02,2014-11-07,PO-18850,3
CA-2016-148208,2016-01-22,2016-01-27,BT-11530,4
CA-2017-127656,2017-07-11,2017-07-17,NW-18400,3
US-2017-142188,2017-09-11,2017-09-11,JF-15415,2
CA-2016-144400,2016-02-23,2016-02-27,AC-10420,4
US-2016-155180,2016-01-22,2016-01-29,TB-21280,4
CA-2015-134075,2015-12-12,2015-12-16,HA-14905,2
US-2016-131912,2016-10-29,2016-11-01,LH-17155,2
CA-2017-141572,2017-05-28,2017-05-31,LO-17170,4
CA-2014-134621,2014-12-21,2014-12-28,DP-13390,1
CA-2016-165561,2016-11-24,2016-11-28,CR-12580,2
CA-2015-112305,2015-11-20,2015-11-25,KB-16405,2
CA-2017-121580,2017-05-29,2017-06-04,ML-17410,3
CA-2014-101147,2014-12-02,2014-12-04,MC-17575,3
CA-2014-165806,2014-04-07,2014-04-07,VM-21685,1
CA-2015-151624,2015-09-08,2015-09-14,VW-21775,1
CA-2017-139444,2017-09-09,2017-09-15,GK-14620,3
CA-2015-133977,2015-09-06,2015-09-08,AT-10435,1
CA-2017-141425,2017-11-02,2017-11-06,AR-10825,4
CA-2015-133536,2015-03-28,2015-03-30,JH-15820,4
CA-2015-150441,2015-08-13,2015-08-17,RA-19285,3
CA-2015-162607,2015-05-12,2015-05-18,RO-19780,2
CA-2017-103506,2017-07-23,2017-07-27,LR-17035,4
CA-2016-132479,2016-09-24,2016-09-26,MK-17905,3
CA-2017-160724,2017-05-05,2017-05-10,YS-21880,1
US-2016-115952,2016-10-06,2016-10-06,JH-15910,3
CA-2014-146731,2014-11-03,2014-11-08,AT-10735,1
CA-2015-115392,2015-10-01,2015-10-04,RM-19675,4
CA-2017-102379,2017-12-02,2017-12-06,BB-11545,2
CA-2017-149706,2017-12-11,2017-12-12,AS-10285,3
US-2016-139087,2016-07-17,2016-07-22,DK-13375,2
CA-2017-152226,2017-05-12,2017-05-16,JH-15910,4
CA-2015-116484,2015-11-20,2015-11-26,JK-15205,4
CA-2016-100944,2016-09-24,2016-09-28,EH-13765,2
CA-2016-125080,2016-10-21,2016-10-26,VW-21775,4
CA-2016-121020,2016-10-24,2016-10-31,CG-12040,1
CA-2014-100090,2014-07-08,2014-07-12,EB-13705,2
US-2015-139675,2015-03-13,2015-03-18,NF-18595,2
CA-2017-143756,2017-12-02,2017-12-05,ME-17725,1
CA-2015-151253,2015-04-22,2015-04-26,AZ-10750,2
CA-2014-141152,2014-09-16,2014-09-19,RF-19345,4
CA-2014-141313,2014-12-28,2015-01-01,AJ-10780,4
CA-2014-169852,2014-10-21,2014-10-26,SF-20965,2
CA-2017-107314,2017-11-30,2017-12-03,MZ-17335,2
US-2014-161305,2014-06-06,2014-06-12,SB-20170,3
CA-2017-166919,2017-11-23,2017-11-27,AH-10210,3
CA-2017-162712,2017-06-18,2017-06-20,NK-18490,3
CA-2017-107552,2017-05-05,2017-05-05,AI-10855,4
CA-2016-163328,2016-11-04,2016-11-06,TP-21565,2
CA-2014-112837,2014-09-11,2014-09-16,LW-17125,2
CA-2017-120019,2017-02-16,2017-02-21,NG-18355,4
CA-2014-100762,2014-11-24,2014-11-29,NG-18355,3
CA-2017-161459,2017-11-25,2017-11-29,EB-13750,2
